0,-1,0,0,0,0
210,-1,0,0,0,0
395,-1,0,0,0,0
578,-1,0,0,0,1
762,-1,0,0,0,0
949,-1,0,0,0,0
1137,-1,0,0,0,0
1324,-1,0,0,0,0
1514,-1,0,0,0,0
1698,-1,0,0,0,0
1882,-1,0,0,0,0
2067,-1,0,0,0,0
2255,-1,0,0,0,0
2443,-1,0,0,0,0
2628,-1,0,0,0,0
2814,-1,0,0,0,0
3001,-1,0,0,0,0
3187,-1,0,0,0,0
3373,-1,0,0,0,0
3560,-1,0,0,0,0
3744,-1,0,0,0,0
3931,-1,0,0,0,0
4117,-1,0,0,0,0
4302,-1,0,0,0,0
4489,-1,0,0,0,0
4683,-1,0,0,0,0
4869,-1,0,0,0,0
5055,-1,0,0,0,0
5239,-1,0,0,0,0
5427,-1,0,0,0,0
5614,-1,0,0,0,0
5800,-1,0,0,0,0
5986,-1,0,0,0,0
6175,-1,0,0,0,0
6361,-1,0,0,0,0
6547,-1,0,0,0,0
6734,-1,0,0,0,0
6917,-1,0,0,0,0
7116,-1,0,0,0,0
7301,-1,0,0,0,0
7486,-1,0,0,0,0
7671,-1,0,0,0,0
7857,1,1,2,0,0
8046,1,1,2,0,0
8234,2,2,3,0,0
8420,3,3,4,1,1
8609,3,3,4,1,1
8796,3,3,4,1,1
8985,4,3,5,1,1
9175,5,3,6,1,1
9372,5,3,6,1,1
9563,5,3,6,1,1
9754,6,3,7,1,1
9953,6,3,7,1,1
10141,6,3,7,1,3
10329,6,3,7,1,3
10525,6,3,7,2,5
10714,7,3,8,1,2
10900,8,4,9,2,3
11090,9,4,10,2,3
11279,12,6,13,4,6
11467,13,6,14,4,7
11653,13,6,14,4,7
11851,15,6,18,4,7
12045,16,6,19,4,6
12235,16,6,19,4,6
12423,16,6,19,4,6
12612,18,7,21,4,6
12802,19,8,22,4,6
12992,19,8,22,4,6
13182,20,9,23,5,7
13371,20,9,23,5,7
13561,21,9,24,5,7
13752,21,9,24,5,7
13940,22,9,25,5,7
14142,22,9,25,5,7
14338,22,9,25,5,7
14529,23,10,26,6,8
14731,24,10,27,6,8
14921,25,10,28,6,8
15113,25,10,28,6,8
15306,25,10,28,6,8
15498,25,10,28,6,8
15688,26,10,30,8,12
