0,-1,0,0,0,0
458,-1,0,0,0,1
886,-1,0,0,0,0
1313,-1,0,0,0,0
1740,-1,0,0,0,0
2181,-1,0,0,0,0
2609,-1,0,0,0,0
3036,-1,0,0,0,0
3473,-1,0,0,0,0
3899,-1,0,0,0,0
4328,-1,0,0,0,0
4758,-1,0,0,0,0
5191,-1,0,0,0,0
5626,-1,0,0,0,0
6057,-1,0,0,0,0
6490,-1,0,0,0,0
6916,-1,0,0,0,0
7344,-1,0,0,0,0
7771,-1,0,0,0,0
8200,-1,0,0,0,0
8628,0,1,1,0,0
9060,0,1,1,0,0
9492,0,1,1,1,1
9923,1,2,2,1,1
10358,1,2,2,1,1
10797,1,2,2,1,1
11241,1,2,2,1,1
11683,1,2,2,1,1
12112,1,2,2,1,1
12545,2,2,3,1,1
12978,2,2,3,1,2
13414,3,3,4,1,2
13848,3,3,4,1,2
14288,4,3,5,1,1
14730,5,3,6,1,1
15171,6,3,7,1,1
15614,6,3,7,1,1
16058,7,3,8,1,1
16512,8,3,9,1,1
16956,9,3,10,1,1
17406,9,3,10,1,1
17856,10,3,11,1,1
18305,11,4,12,1,1
18760,12,5,14,1,1
19217,12,5,14,1,1
19672,12,5,14,1,1
20131,13,6,15,2,2
20594,13,6,15,2,2
21052,13,6,15,2,2
21511,13,6,15,3,4
21982,13,6,15,3,4
22441,13,6,15,4,5
22901,14,6,16,4,5
23365,15,7,17,4,5
23829,15,7,17,4,5
24296,16,7,18,4,5
24761,17,7,19,4,5
25228,17,7,19,6,8
25697,17,7,19,6,8
26165,18,7,20,6,8
26639,18,7,20,6,8
27111,18,7,20,6,8
27577,18,7,20,6,8
28066,19,8,21,6,8
28537,21,8,23,6,8
29022,21,8,23,6,8
29502,21,8,23,6,8
29980,21,8,23,6,8
30458,21,8,23,6,8
30935,22,9,24,6,8
31417,22,9,24,6,8
31898,22,9,24,6,8
32380,22,9,24,6,8
32864,22,9,24,6,8
33341,23,9,25,6,9
33846,25,9,27,6,9
34334,26,9,28,6,9
34824,27,9,29,6,9
35319,27,9,29,6,9
35812,28,9,30,5,8
36306,28,9,30,7,12
36801,28,9,30,7,12
37297,30,9,32,8,12
37798,30,9,32,8,12
38303,30,9,32,8,12
38804,31,10,33,8,12
39311,33,10,35,7,11
39824,33,10,35,7,11
40356,33,10,35,7,11
40865,34,10,36,8,12
41379,34,10,36,8,12
41893,34,10,36,8,12
42406,35,10,37,8,12
42925,38,10,40,8,12
43454,38,10,40,8,12
43982,38,10,40,8,12
44510,40,10,42,8,11
45045,41,10,43,8,11
45580,42,10,44,8,11
46120,43,11,45,8,11
46684,43,11,45,8,11
47229,43,11,45,8,11
47769,43,11,45,8,11
48310,43,11,45,8,11
48847,44,11,46,8,11
49392,44,11,46,8,11
49942,46,11,48,8,11
50495,47,12,49,8,11
51065,48,12,50,8,11
51622,51,13,53,8,11
52188,51,13,53,8,11
52752,51,13,53,8,11
53314,51,13,53,8,11
53938,51,13,53,8,11
54504,52,13,54,8,10
55071,53,14,55,9,11
55645,54,14,56,9,11
56217,54,14,56,9,11
56787,54,14,56,9,11
57358,54,14,56,9,11
57930,54,14,56,9,11
58502,55,14,57,9,11
59080,55,14,57,9,11
59666,55,14,57,9,11
60244,55,14,57,9,11
60847,55,14,57,9,11
61424,56,14,58,9,11
62005,56,14,58,9,11
62592,56,14,58,9,11
63169,56,14,58,9,11
63748,56,14,58,9,11
64326,58,14,60,9,11
64909,59,14,61,9,11
65502,59,14,61,9,11
66119,60,15,62,9,11
66711,61,15,63,9,12
67308,63,16,65,9,11
67910,64,16,66,9,11
68558,64,16,66,9,11
69163,64,16,66,9,11
69769,64,16,66,9,11
70376,64,16,66,9,11
70980,65,16,67,9,11
71596,65,16,67,9,11
72209,65,16,67,9,11
72820,65,16,67,9,11
73428,65,16,67,9,11
74035,66,16,69,9,11
74650,66,16,69,9,11
75261,66,16,69,9,11
75912,68,17,72,9,12
76528,69,17,74,9,12
77149,69,17,74,9,12
77779,69,17,74,9,12
78402,70,18,75,9,12
79026,71,18,77,9,12
79660,71,18,77,14,21
80290,72,18,79,14,21
80931,74,19,81,14,21
81576,74,19,81,14,21
82224,77,19,84,13,22
82881,77,19,84,13,22
83538,77,19,84,13,22
84268,77,19,84,13,22
84923,78,19,85,13,21
85581,79,20,86,13,21
86244,80,20,87,13,21
86928,81,21,88,13,21
87608,82,21,90,12,19
88294,84,21,92,12,19
89000,84,21,92,12,19
89703,84,21,92,12,19
90403,85,23,94,12,19
91114,85,23,94,12,19
91823,86,23,95,13,20
92571,88,23,97,13,20
93279,88,23,97,13,20
93986,88,23,97,13,20
94696,90,23,100,13,21
95421,90,23,100,13,21
96156,91,23,101,13,20
96887,91,23,101,13,20
97613,92,24,102,13,20
98341,92,24,102,16,25
99078,93,25,103,17,25
99803,94,25,104,17,25
100545,95,25,105,17,25
101286,96,25,107,17,25
