14,-1,0,0,0,0
362,-1,0,0,0,1
695,-1,0,0,0,1
1029,-1,0,0,0,0
1362,-1,0,0,0,0
1691,-1,0,0,0,0
2024,-1,0,0,0,0
2358,-1,0,0,0,0
2689,-1,0,0,0,0
3024,-1,0,0,0,0
3356,-1,0,0,0,0
3687,-1,0,0,0,0
4022,-1,0,0,0,0
4356,-1,0,0,0,0
4687,-1,0,0,0,0
5023,-1,0,0,0,0
5358,-1,0,0,0,0
5691,-1,0,0,0,0
6027,-1,0,0,0,0
6360,-1,0,0,0,0
6692,-1,0,0,0,0
7025,-1,0,0,0,0
7358,-1,0,0,0,0
7692,-1,0,0,0,0
8028,-1,0,0,0,0
8370,-1,0,0,0,0
8702,-1,0,0,0,0
9041,-1,0,0,0,0
9377,-1,0,0,0,0
9710,-1,0,0,0,0
10046,-1,0,0,0,0
10381,-1,0,0,0,0
10719,-1,0,0,0,0
11053,-1,0,0,0,0
11390,-1,0,0,0,0
11722,-1,0,0,0,0
12058,-1,0,0,0,0
12393,-1,0,0,0,0
12733,-1,0,0,0,0
13067,-1,0,0,0,0
13402,-1,0,0,0,0
13734,-1,0,0,0,0
14071,-1,0,0,0,0
14408,-1,0,0,0,0
14744,-1,0,0,0,0
15082,-1,0,0,0,0
15418,-1,0,0,0,0
15752,-1,0,0,0,0
16088,-1,0,0,0,0
16421,-1,0,0,0,0
16765,-1,0,0,0,0
17101,-1,0,0,0,0
17434,-1,0,0,0,0
17769,-1,0,0,0,0
18117,-1,0,0,0,0
18449,0,1,1,0,0
18787,0,1,1,0,0
19124,0,1,1,0,0
19459,0,1,1,0,0
19801,0,1,1,0,0
20139,0,1,1,0,0
20476,0,1,1,0,0
20810,0,1,1,0,0
21163,0,1,1,0,0
21504,0,1,1,0,0
21842,0,1,1,0,0
22178,0,1,1,1,1
22516,0,1,1,1,1
22854,0,1,1,1,1
23199,0,1,1,1,1
23538,1,1,2,1,1
23881,1,1,2,1,1
24219,1,1,2,1,1
24557,1,1,2,1,1
24900,1,1,2,1,1
25256,1,1,2,1,1
25599,1,1,2,1,1
25937,1,1,2,1,1
26280,1,1,2,1,1
26624,1,1,2,1,1
26964,1,1,2,1,1
27304,1,1,2,1,1
27643,2,2,3,1,1
27983,2,2,3,1,1
28334,2,2,3,1,1
28677,2,2,3,1,1
29018,2,2,3,1,1
29362,2,2,3,1,1
29722,3,2,4,1,1
30070,3,2,4,1,1
30414,3,2,4,1,1
30757,3,2,4,1,1
31101,4,3,5,1,1
31447,6,5,7,1,1
31802,6,5,7,1,1
32149,7,5,8,1,1
32507,7,5,8,3,5
32859,7,5,8,3,5
33217,7,5,8,3,5
33573,8,5,9,3,5
33946,8,5,9,3,5
34298,8,5,9,3,5
34659,8,5,9,3,5
35016,9,6,10,3,5
35370,9,6,10,3,5
35733,10,6,11,3,5
36094,10,6,11,3,5
36455,10,6,11,3,5
36817,11,7,12,3,5
37175,12,8,13,3,5
37545,12,8,13,3,5
37912,12,8,13,3,5
38271,12,8,13,3,5
38659,12,8,13,3,5
39035,12,8,13,3,5
39402,12,8,13,3,5
39768,12,8,13,3,5
40135,13,8,14,3,5
40499,13,8,14,3,5
40859,13,8,14,3,5
41229,16,9,17,3,5
41597,16,9,17,3,5
41968,16,9,17,3,5
42352,17,9,18,3,5
42725,17,9,18,3,5
43123,18,9,20,3,5
43502,19,10,21,5,11
43877,19,10,21,5,11
44263,20,11,22,5,11
44642,21,12,23,5,11
45025,21,12,23,9,15
45413,21,12,23,9,15
45799,21,12,23,9,15
46185,21,12,23,9,15
46565,21,12,23,10,16
46945,23,13,26,10,16
47335,23,13,26,10,16
47719,23,13,26,10,16
48136,24,14,27,10,16
48521,24,14,27,10,16
48908,24,14,27,10,16
49298,25,14,28,13,18
49689,25,14,28,13,18
50080,25,14,28,13,18
50464,25,14,28,13,18
50850,25,14,28,13,18
51245,25,14,28,13,18
51633,25,14,28,13,18
52021,25,14,28,13,18
52406,26,15,29,13,18
52837,26,15,29,13,18
53223,26,15,29,13,18
53612,26,15,29,13,18
54010,26,15,29,13,18
54404,27,16,30,13,18
54809,27,16,30,13,18
55203,28,17,31,13,18
55604,29,17,32,13,18
56002,30,18,33,13,18
56410,30,18,33,13,18
56812,30,18,33,13,18
57216,30,18,33,13,18
57623,30,18,33,13,18
58061,31,18,34,12,12
58472,32,19,35,12,12
58881,33,19,37,11,11
59294,33,19,37,17,18
59706,34,19,38,17,19
60131,34,19,38,17,19
60537,34,19,38,17,19
60955,34,19,38,17,19
61366,34,19,38,17,19
61786,34,19,38,17,19
62195,35,20,39,17,20
62615,35,20,39,17,20
63071,35,20,39,16,20
63493,35,20,39,16,20
63909,36,21,40,16,20
64330,36,21,40,16,20
64744,36,21,40,16,20
65168,36,21,40,16,20
65586,36,21,40,16,20
66009,36,21,40,16,20
66425,36,21,40,16,20
66849,36,21,40,18,21
67263,36,21,40,18,21
67685,36,21,40,18,21
68101,36,21,40,18,21
68565,38,22,42,18,20
68992,38,22,42,18,20
69423,39,23,43,18,20
69849,39,23,43,18,20
70283,40,22,43,18,19
70713,41,22,43,18,20
71153,42,24,45,20,22
71589,42,24,45,20,22
72032,42,24,45,20,22
72474,42,24,45,20,22
72909,43,23,44,20,23
73355,44,23,45,20,23
73841,44,23,45,20,23
74294,44,23,45,20,23
74741,45,24,46,22,26
75194,46,24,47,20,22
75656,47,24,48,20,22
76114,47,24,48,20,22
76577,47,24,48,20,22
77035,47,24,48,20,22
77497,48,24,49,20,22
77957,48,24,49,20,22
78418,50,24,51,20,22
78890,50,24,51,20,22
79351,50,24,51,20,22
79866,50,24,51,20,22
80335,51,25,52,20,22
80803,53,26,54,21,23
81298,53,26,54,21,23
81776,54,27,55,20,22
82253,54,27,55,20,22
82739,54,27,55,20,22
83221,54,27,55,20,22
83696,55,27,56,20,21
84186,55,27,56,20,21
84671,55,27,56,20,21
85147,55,27,56,20,21
85683,55,27,56,20,21
86165,55,27,56,20,21
86651,55,27,56,20,21
87141,55,27,56,20,21
87641,55,27,56,20,21
88124,56,27,57,21,22
88617,57,27,58,21,22
89110,57,27,58,21,22
89602,58,27,60,21,23
90098,58,27,60,21,23
90593,58,27,60,21,23
91081,59,27,61,21,23
91582,59,27,61,21,23
92135,59,27,61,21,23
92632,60,27,62,21,23
93138,60,27,62,21,23
93653,60,27,62,21,23
94157,61,28,63,23,24
94701,61,28,63,23,24
95219,61,28,63,23,24
95735,61,28,63,23,24
96244,62,28,65,23,24
96767,62,28,65,23,24
97315,63,28,66,23,24
97834,65,29,68,23,24
98411,65,29,68,23,24
98968,65,29,68,23,24
99497,65,29,68,23,24
100017,65,29,68,23,24
100534,66,29,70,23,24
101057,66,29,70,23,24
101588,67,29,72,23,24
102122,67,29,72,23,24
102644,68,29,73,23,24
103184,68,29,73,23,24
103721,69,31,75,23,23
104259,69,31,75,23,23
104799,69,31,75,23,23
105395,69,31,75,23,23
105935,71,33,78,24,24
106486,73,34,80,24,24
107050,73,34,80,24,24
107611,74,35,81,25,26
108172,74,35,81,25,26
108739,74,35,81,25,26
109304,74,35,81,25,26
109879,75,36,82,27,29
110456,75,36,82,27,29
111028,77,36,84,27,29
111615,78,36,85,27,29
112253,79,37,86,27,29
112847,80,38,87,27,29
113446,80,38,87,27,29
114042,80,38,87,27,29
114635,80,38,87,27,29
115234,82,38,90,27,29
115848,82,38,90,27,29
116456,82,38,90,27,29
117087,82,38,90,27,29
117721,83,39,91,27,28
118357,83,39,91,27,28
118961,84,40,92,27,28
119572,84,40,92,27,28
120249,86,43,95,27,27
120873,86,43,95,27,27
121500,86,43,95,27,27
122133,87,43,97,27,28
122763,88,45,99,27,28
123408,89,45,100,27,28
124053,91,46,103,27,28
124713,91,46,103,27,28
125386,91,46,103,27,28
126042,91,46,103,35,40
126699,92,47,106,35,40
127365,92,47,106,35,40
128091,93,49,108,35,39
128757,93,49,108,35,39
129435,93,49,108,35,39
130102,93,49,108,35,39
130763,93,49,108,35,39
131452,96,50,111,36,42
132144,96,50,111,36,42
132850,96,50,111,43,50
133534,96,50,111,43,50
134245,96,50,111,43,50
134924,96,50,111,43,50
135622,96,50,111,43,50
136306,96,50,111,43,50
137051,97,51,112,46,51
137761,97,51,112,46,51
138481,99,53,114,49,53
139184,99,53,114,49,53
139919,100,54,115,49,54
140666,100,54,115,49,54
141410,101,54,116,49,54
142128,102,54,119,49,54
142878,102,54,119,49,54
143608,102,54,119,49,54
144329,102,54,119,49,54
145054,102,54,119,51,59
145847,104,55,118,52,58
146587,106,58,122,52,59
147368,106,58,122,53,60
148149,106,58,122,53,60
148932,106,58,122,53,60
149688,107,56,120,55,62
150447,108,56,123,55,62
151244,109,56,124,54,61
152023,109,56,124,54,61
152806,110,56,125,56,63
153596,110,56,125,56,63
154386,110,56,125,56,63
155179,110,56,125,56,63
156039,110,56,125,56,63
