10,-1,0,0,0,0
216,-1,0,0,0,1
417,-1,0,0,0,1
605,-1,0,0,0,0
798,-1,0,0,0,0
984,-1,0,0,0,0
1170,-1,0,0,0,0
1368,-1,0,0,0,0
1554,-1,0,0,0,0
1739,-1,0,0,0,1
1928,-1,0,0,0,0
2118,-1,0,0,0,1
2308,-1,0,0,0,1
2500,-1,0,0,0,0
2689,-1,0,0,0,0
2878,-1,0,0,0,0
3069,-1,0,0,0,0
3261,-1,0,0,0,0
3452,-1,0,0,0,0
3641,-1,0,0,0,0
3832,-1,0,0,0,0
4023,-1,0,0,0,0
4214,-1,0,0,0,0
4412,-1,0,0,0,0
4602,-1,0,0,0,0
4792,-1,0,0,0,0
4982,-1,0,0,0,0
5171,-1,0,0,0,0
5358,-1,0,0,0,0
5547,-1,0,0,0,0
5741,-1,0,0,0,0
5932,-1,0,0,0,0
6126,-1,0,0,0,0
6317,0,1,1,0,0
6508,0,1,1,0,0
6696,0,1,1,0,0
6887,0,1,1,0,0
7079,0,1,1,0,0
7272,1,2,2,0,0
7471,1,2,2,0,0
7662,2,2,3,0,0
7850,3,3,4,0,0
8040,3,3,4,0,0
8233,3,3,4,0,0
8422,5,5,6,0,0
8613,5,5,6,0,0
8802,6,6,7,0,0
8995,6,6,7,0,0
9187,6,6,7,0,0
9380,7,7,8,0,0
9580,9,7,10,0,0
9770,9,7,10,0,0
9961,9,7,10,0,0
10153,10,8,11,0,0
10351,11,9,12,0,0
10539,12,10,13,1,1
10738,13,11,14,1,1
10929,14,11,15,1,1
11120,15,12,16,2,2
11312,15,12,16,2,2
11502,15,12,16,2,2
11694,15,12,16,11,11
11885,15,12,16,11,11
12088,15,12,16,11,11
12281,16,13,17,11,11
12473,18,14,19,11,11
12668,18,14,19,11,11
12861,20,15,22,11,11
13057,20,15,22,11,11
13251,20,15,22,11,11
13453,20,15,22,11,11
13657,20,15,22,13,14
13853,20,15,22,13,14
14046,20,15,22,13,14
14239,20,15,22,13,14
14456,21,17,24,12,12
14650,21,17,24,12,12
14844,21,17,24,12,12
15036,21,17,24,12,12
15231,21,17,24,12,12
15431,22,18,25,13,13
15623,22,18,25,13,13
15816,23,20,27,17,17
16009,23,20,27,17,17
16213,23,20,27,17,17
16414,23,20,27,17,17
16609,23,20,27,17,17
16804,25,22,30,18,18
17019,25,22,30,18,18
17211,25,22,30,18,18
17405,25,22,30,18,18
17596,25,22,30,18,18
17794,25,22,30,18,18
17985,25,22,30,18,18
18183,26,24,32,18,18
18393,26,24,32,18,18
18595,26,24,32,18,18
18785,27,25,33,19,19
18979,27,25,33,25,25
19171,27,25,33,25,25
19387,27,25,33,25,25
19580,28,24,33,24,24
19772,29,25,34,25,25
19964,31,28,37,25,25
20162,31,28,37,25,25
20355,32,28,38,25,25
20549,32,28,38,27,29
20739,33,29,39,27,29
20934,33,29,39,27,29
21130,33,29,39,27,29
21333,34,31,41,27,28
21527,34,31,41,31,31
21719,35,32,42,31,31
